  0%|          | 0/3602 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                   
{'loss': 3.2365, 'grad_norm': 24.14102005697424, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 3.1908, 'grad_norm': 19.511080734922643, 'learning_rate': 2.568807339449541e-07, 'epoch': 0.02}
{'loss': 3.1376, 'grad_norm': 19.151993309824313, 'learning_rate': 2.6605504587155965e-07, 'epoch': 0.02}
{'loss': 3.0485, 'grad_norm': 18.391953538170757, 'learning_rate': 2.7522935779816514e-07, 'epoch': 0.02}
{'loss': 3.0054, 'grad_norm': 16.69049088427309, 'learning_rate': 2.844036697247706e-07, 'epoch': 0.02}
{'loss': 3.0047, 'grad_norm': 16.98247677788962, 'learning_rate': 2.9357798165137617e-07, 'epoch': 0.02}
{'loss': 2.9751, 'grad_norm': 15.14110588617116, 'learning_rate': 3.0275229357798165e-07, 'epoch': 0.02}
{'loss': 3.0422, 'grad_norm': 16.71283019047004, 'learning_rate': 3.1192660550458714e-07, 'epoch': 0.02}
{'loss': 3.0523, 'grad_norm': 15.548613985177806, 'learning_rate': 3.211009174311927e-07, 'epoch': 0.02}
{'loss': 3.0774, 'grad_norm': 16.690938661013217, 'learning_rate': 3.3027522935779817e-07, 'epoch': 0.02}
{'loss': 3.013, 'grad_norm': 15.380797471290167, 'learning_rate': 3.3944954128440366e-07, 'epoch': 0.02}
{'loss': 3.0745, 'grad_norm': 16.99668361975638, 'learning_rate': 3.486238532110092e-07, 'epoch': 0.02}
{'loss': 3.0205, 'grad_norm': 17.273645695645673, 'learning_rate': 3.577981651376147e-07, 'epoch': 0.02}
{'loss': 2.9841, 'grad_norm': 20.760267193170467, 'learning_rate': 3.669724770642202e-07, 'epoch': 0.02}
{'loss': 2.9041, 'grad_norm': 17.53553170011677, 'learning_rate': 3.7614678899082567e-07, 'epoch': 0.02}
{'loss': 2.8781, 'grad_norm': 16.04672006072986, 'learning_rate': 3.853211009174312e-07, 'epoch': 0.02}
{'loss': 2.7831, 'grad_norm': 15.484198296536984, 'learning_rate': 3.944954128440367e-07, 'epoch': 0.02}
{'loss': 2.7601, 'grad_norm': 13.059315620184988, 'learning_rate': 4.036697247706422e-07, 'epoch': 0.02}
{'loss': 2.7255, 'grad_norm': 11.797441879580605, 'learning_rate': 4.1284403669724773e-07, 'epoch': 0.03}
{'loss': 2.7164, 'grad_norm': 9.487649924822561, 'learning_rate': 4.220183486238532e-07, 'epoch': 0.03}
{'loss': 2.7978, 'grad_norm': 10.348940901793465, 'learning_rate': 4.311926605504587e-07, 'epoch': 0.03}
{'loss': 2.7708, 'grad_norm': 9.433347436805224, 'learning_rate': 4.4036697247706425e-07, 'epoch': 0.03}
{'loss': 2.6699, 'grad_norm': 9.40108742326897, 'learning_rate': 4.4954128440366974e-07, 'epoch': 0.03}
{'loss': 2.6652, 'grad_norm': 9.302928385383428, 'learning_rate': 4.587155963302752e-07, 'epoch': 0.03}
{'loss': 2.7489, 'grad_norm': 9.238449944918809, 'learning_rate': 4.678899082568807e-07, 'epoch': 0.03}
{'loss': 2.6902, 'grad_norm': 9.026889932232969, 'learning_rate': 4.770642201834863e-07, 'epoch': 0.03}
{'loss': 2.668, 'grad_norm': 8.713467554752313, 'learning_rate': 4.862385321100917e-07, 'epoch': 0.03}
{'loss': 2.6077, 'grad_norm': 8.688356775010663, 'learning_rate': 4.954128440366972e-07, 'epoch': 0.03}
{'loss': 2.5961, 'grad_norm': 7.808534671160488, 'learning_rate': 5.045871559633027e-07, 'epoch': 0.03}
{'loss': 2.5847, 'grad_norm': 6.916973021523658, 'learning_rate': 5.137614678899082e-07, 'epoch': 0.03}
{'loss': 2.5964, 'grad_norm': 6.6428507462384525, 'learning_rate': 5.229357798165137e-07, 'epoch': 0.03}
{'loss': 2.5041, 'grad_norm': 6.712497145298492, 'learning_rate': 5.321100917431193e-07, 'epoch': 0.03}
{'loss': 2.5088, 'grad_norm': 7.001198359511292, 'learning_rate': 5.412844036697247e-07, 'epoch': 0.03}
{'loss': 2.5608, 'grad_norm': 7.457524260792757, 'learning_rate': 5.504587155963303e-07, 'epoch': 0.03}
{'loss': 2.5443, 'grad_norm': 8.275146821978316, 'learning_rate': 5.596330275229358e-07, 'epoch': 0.03}
{'loss': 2.4711, 'grad_norm': 7.76448613688231, 'learning_rate': 5.688073394495412e-07, 'epoch': 0.03}
{'loss': 2.4768, 'grad_norm': 7.599942023676334, 'learning_rate': 5.779816513761467e-07, 'epoch': 0.04}
{'loss': 2.4978, 'grad_norm': 7.732100428819154, 'learning_rate': 5.871559633027523e-07, 'epoch': 0.04}
{'loss': 2.3819, 'grad_norm': 6.703097921540097, 'learning_rate': 5.963302752293577e-07, 'epoch': 0.04}
{'loss': 2.3994, 'grad_norm': 5.894083477064221, 'learning_rate': 6.055045871559633e-07, 'epoch': 0.04}
{'loss': 2.4727, 'grad_norm': 5.992414022066919, 'learning_rate': 6.146788990825688e-07, 'epoch': 0.04}
{'loss': 2.3779, 'grad_norm': 5.936542844294194, 'learning_rate': 6.238532110091743e-07, 'epoch': 0.04}
{'loss': 2.4567, 'grad_norm': 5.411088914263544, 'learning_rate': 6.330275229357798e-07, 'epoch': 0.04}
{'loss': 2.4235, 'grad_norm': 5.621879512837128, 'learning_rate': 6.422018348623854e-07, 'epoch': 0.04}
{'loss': 2.3901, 'grad_norm': 5.634999421956356, 'learning_rate': 6.513761467889908e-07, 'epoch': 0.04}
{'loss': 2.4488, 'grad_norm': 5.45295154868815, 'learning_rate': 6.605504587155963e-07, 'epoch': 0.04}
{'loss': 2.3059, 'grad_norm': 5.3021746901528255, 'learning_rate': 6.697247706422018e-07, 'epoch': 0.04}
{'loss': 2.2393, 'grad_norm': 5.361887998867218, 'learning_rate': 6.788990825688073e-07, 'epoch': 0.04}
{'loss': 2.301, 'grad_norm': 4.973897748715463, 'learning_rate': 6.880733944954128e-07, 'epoch': 0.04}
{'loss': 2.2599, 'grad_norm': 4.893432852792328, 'learning_rate': 6.972477064220184e-07, 'epoch': 0.04}
{'loss': 2.2785, 'grad_norm': 4.839921956661833, 'learning_rate': 7.064220183486238e-07, 'epoch': 0.04}
{'loss': 2.3241, 'grad_norm': 5.194446496858921, 'learning_rate': 7.155963302752294e-07, 'epoch': 0.04}
{'loss': 2.2626, 'grad_norm': 4.826582776864343, 'learning_rate': 7.247706422018348e-07, 'epoch': 0.04}
{'loss': 2.2927, 'grad_norm': 4.650375792244865, 'learning_rate': 7.339449541284404e-07, 'epoch': 0.04}
{'loss': 2.1718, 'grad_norm': 4.723308818550244, 'learning_rate': 7.431192660550458e-07, 'epoch': 0.05}
{'loss': 2.2692, 'grad_norm': 4.720502064307377, 'learning_rate': 7.522935779816513e-07, 'epoch': 0.05}
{'loss': 2.3056, 'grad_norm': 4.765667081479662, 'learning_rate': 7.614678899082568e-07, 'epoch': 0.05}
{'loss': 2.2303, 'grad_norm': 4.669000758880391, 'learning_rate': 7.706422018348624e-07, 'epoch': 0.05}
{'loss': 2.3225, 'grad_norm': 4.892025527423052, 'learning_rate': 7.798165137614678e-07, 'epoch': 0.05}
{'loss': 2.2298, 'grad_norm': 4.760743621664861, 'learning_rate': 7.889908256880734e-07, 'epoch': 0.05}
{'loss': 2.2298, 'grad_norm': 4.982176577917919, 'learning_rate': 7.981651376146789e-07, 'epoch': 0.05}
{'loss': 2.2389, 'grad_norm': 4.55128560971697, 'learning_rate': 8.073394495412844e-07, 'epoch': 0.05}
{'loss': 2.1972, 'grad_norm': 4.080241804983258, 'learning_rate': 8.165137614678899e-07, 'epoch': 0.05}
{'loss': 2.247, 'grad_norm': 4.063138753556821, 'learning_rate': 8.256880733944955e-07, 'epoch': 0.05}
{'loss': 2.2467, 'grad_norm': 4.128057620944746, 'learning_rate': 8.348623853211008e-07, 'epoch': 0.05}
{'loss': 2.1151, 'grad_norm': 3.7770557044385815, 'learning_rate': 8.440366972477064e-07, 'epoch': 0.05}
{'loss': 2.1655, 'grad_norm': 3.879120860256378, 'learning_rate': 8.532110091743119e-07, 'epoch': 0.05}
{'loss': 2.1161, 'grad_norm': 3.7606043897261374, 'learning_rate': 8.623853211009174e-07, 'epoch': 0.05}
{'loss': 2.1108, 'grad_norm': 3.9822463772516037, 'learning_rate': 8.715596330275229e-07, 'epoch': 0.05}
{'loss': 2.1406, 'grad_norm': 3.889210352874478, 'learning_rate': 8.807339449541285e-07, 'epoch': 0.05}
{'loss': 2.1298, 'grad_norm': 3.6557826611278745, 'learning_rate': 8.899082568807339e-07, 'epoch': 0.05}
{'loss': 2.0526, 'grad_norm': 3.820153675186063, 'learning_rate': 8.990825688073395e-07, 'epoch': 0.05}
{'loss': 2.0659, 'grad_norm': 3.631155597385467, 'learning_rate': 9.082568807339449e-07, 'epoch': 0.06}
{'loss': 2.141, 'grad_norm': 3.72351154002366, 'learning_rate': 9.174311926605505e-07, 'epoch': 0.06}
{'loss': 2.0871, 'grad_norm': 3.642037029111803, 'learning_rate': 9.266055045871559e-07, 'epoch': 0.06}
{'loss': 2.141, 'grad_norm': 3.7250942568666465, 'learning_rate': 9.357798165137614e-07, 'epoch': 0.06}
{'loss': 2.0807, 'grad_norm': 3.674271177286049, 'learning_rate': 9.449541284403669e-07, 'epoch': 0.06}
{'loss': 2.0614, 'grad_norm': 3.6710571899898152, 'learning_rate': 9.541284403669725e-07, 'epoch': 0.06}
{'loss': 2.0653, 'grad_norm': 3.257870899873352, 'learning_rate': 9.63302752293578e-07, 'epoch': 0.06}
{'loss': 2.0347, 'grad_norm': 3.318998652953406, 'learning_rate': 9.724770642201835e-07, 'epoch': 0.06}
{'loss': 1.9804, 'grad_norm': 3.5744640516562742, 'learning_rate': 9.81651376146789e-07, 'epoch': 0.06}
{'loss': 2.0664, 'grad_norm': 3.551310768221645, 'learning_rate': 9.908256880733945e-07, 'epoch': 0.06}
{'loss': 2.0145, 'grad_norm': 3.4359097118061643, 'learning_rate': 1e-06, 'epoch': 0.06}
{'loss': 1.9477, 'grad_norm': 3.1301327588337537, 'learning_rate': 9.9999979777141e-07, 'epoch': 0.06}
{'loss': 1.9495, 'grad_norm': 3.490235641826344, 'learning_rate': 9.99999191085804e-07, 'epoch': 0.06}
{'loss': 1.9447, 'grad_norm': 3.73213344774751, 'learning_rate': 9.999981799436726e-07, 'epoch': 0.06}
{'loss': 1.9371, 'grad_norm': 3.225317290876012, 'learning_rate': 9.99996764345834e-07, 'epoch': 0.06}
{'loss': 1.9369, 'grad_norm': 3.473808229932799, 'learning_rate': 9.99994944293433e-07, 'epoch': 0.06}
{'loss': 1.935, 'grad_norm': 3.435639459052619, 'learning_rate': 9.99992719787942e-07, 'epoch': 0.06}
{'loss': 1.9804, 'grad_norm': 3.2518978649474364, 'learning_rate': 9.9999009083116e-07, 'epoch': 0.06}
{'loss': 1.9288, 'grad_norm': 3.376988304344226, 'learning_rate': 9.999870574252143e-07, 'epoch': 0.07}
{'loss': 1.9454, 'grad_norm': 3.0789872059070964, 'learning_rate': 9.999836195725582e-07, 'epoch': 0.07}
{'loss': 2.0197, 'grad_norm': 3.6863271456967577, 'learning_rate': 9.999797772759728e-07, 'epoch': 0.07}
{'loss': 1.9553, 'grad_norm': 3.452322816033584, 'learning_rate': 9.999755305385661e-07, 'epoch': 0.07}
{'loss': 1.8878, 'grad_norm': 3.3815919981838323, 'learning_rate': 9.999708793637736e-07, 'epoch': 0.07}
{'loss': 1.8426, 'grad_norm': 3.4207393602976923, 'learning_rate': 9.999658237553573e-07, 'epoch': 0.07}
{'loss': 1.9236, 'grad_norm': 3.216824528540921, 'learning_rate': 9.99960363717407e-07, 'epoch': 0.07}
{'loss': 1.8846, 'grad_norm': 3.0670470028649266, 'learning_rate': 9.999544992543394e-07, 'epoch': 0.07}
{'loss': 1.868, 'grad_norm': 3.3300137254617392, 'learning_rate': 9.999482303708984e-07, 'epoch': 0.07}
{'loss': 1.9372, 'grad_norm': 3.382345944290359, 'learning_rate': 9.999415570721547e-07, 'epoch': 0.07}
{'loss': 1.8856, 'grad_norm': 3.3974312319368587, 'learning_rate': 9.999344793635067e-07, 'epoch': 0.07}
{'loss': 1.9206, 'grad_norm': 3.8265219061205498, 'learning_rate': 9.999269972506796e-07, 'epoch': 0.07}
{'loss': 1.8969, 'grad_norm': 3.1435053798932464, 'learning_rate': 9.999191107397258e-07, 'epoch': 0.07}
{'loss': 1.8197, 'grad_norm': 3.1069658666649493, 'learning_rate': 9.999108198370247e-07, 'epoch': 0.07}
{'loss': 1.8354, 'grad_norm': 3.280905277952378, 'learning_rate': 9.999021245492831e-07, 'epoch': 0.07}
{'loss': 1.8547, 'grad_norm': 3.254011284733024, 'learning_rate': 9.998930248835346e-07, 'epoch': 0.07}
{'loss': 1.8185, 'grad_norm': 3.037102824996923, 'learning_rate': 9.998835208471404e-07, 'epoch': 0.07}
{'loss': 1.9159, 'grad_norm': 3.191065420636395, 'learning_rate': 9.998736124477877e-07, 'epoch': 0.07}
{'loss': 1.8258, 'grad_norm': 2.9666607770755418, 'learning_rate': 9.998632996934925e-07, 'epoch': 0.08}
{'loss': 1.853, 'grad_norm': 3.1075639081335598, 'learning_rate': 9.99852582592596e-07, 'epoch': 0.08}
{'loss': 1.8537, 'grad_norm': 3.0326617796087225, 'learning_rate': 9.99841461153768e-07, 'epoch': 0.08}
{'loss': 1.7511, 'grad_norm': 3.2936608477633973, 'learning_rate': 9.998299353860048e-07, 'epoch': 0.08}
{'loss': 1.9288, 'grad_norm': 3.1587470970731397, 'learning_rate': 9.998180052986294e-07, 'epoch': 0.08}
{'loss': 1.7545, 'grad_norm': 3.255020496227114, 'learning_rate': 9.998056709012926e-07, 'epoch': 0.08}
{'loss': 1.8554, 'grad_norm': 3.200936742103206, 'learning_rate': 9.997929322039716e-07, 'epoch': 0.08}
{'loss': 1.8581, 'grad_norm': 3.309416148569683, 'learning_rate': 9.997797892169709e-07, 'epoch': 0.08}
{'loss': 1.7243, 'grad_norm': 2.9034337507510175, 'learning_rate': 9.997662419509224e-07, 'epoch': 0.08}
{'loss': 1.8512, 'grad_norm': 2.97790199837945, 'learning_rate': 9.997522904167843e-07, 'epoch': 0.08}
{'loss': 1.8632, 'grad_norm': 2.9857645359901768, 'learning_rate': 9.997379346258423e-07, 'epoch': 0.08}
{'loss': 1.8125, 'grad_norm': 3.5331926627123114, 'learning_rate': 9.997231745897091e-07, 'epoch': 0.08}
{'loss': 1.8459, 'grad_norm': 3.109790899975104, 'learning_rate': 9.997080103203243e-07, 'epoch': 0.08}
{'loss': 1.8219, 'grad_norm': 3.0885554981709773, 'learning_rate': 9.996924418299546e-07, 'epoch': 0.08}
{'loss': 1.8051, 'grad_norm': 3.249397899099055, 'learning_rate': 9.996764691311931e-07, 'epoch': 0.08}
{'loss': 1.7682, 'grad_norm': 3.151738435231901, 'learning_rate': 9.996600922369609e-07, 'epoch': 0.08}
{'loss': 1.8152, 'grad_norm': 3.104969816842306, 'learning_rate': 9.996433111605051e-07, 'epoch': 0.08}
{'loss': 1.8058, 'grad_norm': 3.123017798360274, 'learning_rate': 9.996261259154005e-07, 'epoch': 0.08}
{'loss': 1.8818, 'grad_norm': 3.14670840930215, 'learning_rate': 9.996085365155483e-07, 'epoch': 0.09}
{'loss': 1.8303, 'grad_norm': 3.216305319069848, 'learning_rate': 9.995905429751767e-07, 'epoch': 0.09}
{'loss': 1.8213, 'grad_norm': 2.792227244257227, 'learning_rate': 9.995721453088411e-07, 'epoch': 0.09}
{'loss': 1.6934, 'grad_norm': 3.3360774675610734, 'learning_rate': 9.995533435314236e-07, 'epoch': 0.09}
{'loss': 1.7411, 'grad_norm': 3.0974295431760446, 'learning_rate': 9.995341376581334e-07, 'epoch': 0.09}
{'loss': 1.7422, 'grad_norm': 3.1848854632467223, 'learning_rate': 9.99514527704506e-07, 'epoch': 0.09}
{'loss': 1.7252, 'grad_norm': 3.0864162671598536, 'learning_rate': 9.994945136864046e-07, 'epoch': 0.09}
{'loss': 1.7891, 'grad_norm': 3.40213090593738, 'learning_rate': 9.994740956200187e-07, 'epoch': 0.09}
{'loss': 1.7571, 'grad_norm': 3.151000079611631, 'learning_rate': 9.994532735218645e-07, 'epoch': 0.09}
{'loss': 1.8381, 'grad_norm': 3.122959454851127, 'learning_rate': 9.994320474087855e-07, 'epoch': 0.09}
{'loss': 1.7856, 'grad_norm': 3.2415287004010547, 'learning_rate': 9.99410417297952e-07, 'epoch': 0.09}
{'loss': 1.7972, 'grad_norm': 3.092937381022522, 'learning_rate': 9.993883832068605e-07, 'epoch': 0.09}
{'loss': 1.7522, 'grad_norm': 3.5388139674925148, 'learning_rate': 9.993659451533351e-07, 'epoch': 0.09}
{'loss': 1.729, 'grad_norm': 3.093961879695972, 'learning_rate': 9.99343103155526e-07, 'epoch': 0.09}
{'loss': 1.7816, 'grad_norm': 2.7389565950465804, 'learning_rate': 9.993198572319105e-07, 'epoch': 0.09}
{'loss': 1.7596, 'grad_norm': 3.232483645825328, 'learning_rate': 9.992962074012925e-07, 'epoch': 0.09}
{'loss': 1.6979, 'grad_norm': 3.5091776707477087, 'learning_rate': 9.992721536828028e-07, 'epoch': 0.09}
{'loss': 1.8097, 'grad_norm': 3.1085737929839703, 'learning_rate': 9.992476960958986e-07, 'epoch': 0.09}
[2025-05-14 20:49:26,820] [WARNING] [stage3.py:2135:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 1.7585, 'grad_norm': 3.1032225342527755, 'learning_rate': 9.992228346603644e-07, 'epoch': 0.1}
{'loss': 1.7825, 'grad_norm': 3.481707026553635, 'learning_rate': 9.991975693963107e-07, 'epoch': 0.1}
{'loss': 1.6549, 'grad_norm': 3.2807983316473077, 'learning_rate': 9.991719003241746e-07, 'epoch': 0.1}
{'loss': 1.7273, 'grad_norm': 3.1546182710709805, 'learning_rate': 9.991458274647208e-07, 'epoch': 0.1}
{'loss': 1.7389, 'grad_norm': 3.2872568687201915, 'learning_rate': 9.991193508390397e-07, 'epoch': 0.1}
{'loss': 1.7718, 'grad_norm': 2.993621159101552, 'learning_rate': 9.990924704685484e-07, 'epoch': 0.1}
{'loss': 1.7415, 'grad_norm': 3.0718954222820867, 'learning_rate': 9.990651863749915e-07, 'epoch': 0.1}
{'loss': 1.7997, 'grad_norm': 3.535269153821459, 'learning_rate': 9.990374985804388e-07, 'epoch': 0.1}
{'loss': 1.6966, 'grad_norm': 3.1152183032721283, 'learning_rate': 9.990094071072878e-07, 'epoch': 0.1}
{'loss': 1.6665, 'grad_norm': 3.6171800241258545, 'learning_rate': 9.989809119782616e-07, 'epoch': 0.1}
{'loss': 1.7105, 'grad_norm': 3.144037607614179, 'learning_rate': 9.98952013216411e-07, 'epoch': 0.1}
{'loss': 1.7314, 'grad_norm': 2.793789189840315, 'learning_rate': 9.98922710845112e-07, 'epoch': 0.1}
{'loss': 1.7386, 'grad_norm': 3.339773895714364, 'learning_rate': 9.98893004888068e-07, 'epoch': 0.1}
{'loss': 1.7743, 'grad_norm': 3.082313931300566, 'learning_rate': 9.988628953693085e-07, 'epoch': 0.1}
{'loss': 1.687, 'grad_norm': 3.2701892672765025, 'learning_rate': 9.988323823131896e-07, 'epoch': 0.1}
{'loss': 1.7611, 'grad_norm': 3.316330053733841, 'learning_rate': 9.98801465744394e-07, 'epoch': 0.1}
{'loss': 1.7368, 'grad_norm': 3.056619873264189, 'learning_rate': 9.9877014568793e-07, 'epoch': 0.1}
{'loss': 1.7153, 'grad_norm': 3.03488535442433, 'learning_rate': 9.98738422169133e-07, 'epoch': 0.1}
{'loss': 1.7396, 'grad_norm': 3.0636901202143383, 'learning_rate': 9.98706295213665e-07, 'epoch': 0.11}
{'loss': 1.7463, 'grad_norm': 3.052785730913264, 'learning_rate': 9.986737648475136e-07, 'epoch': 0.11}
{'loss': 1.6805, 'grad_norm': 2.8371969811350644, 'learning_rate': 9.986408310969932e-07, 'epoch': 0.11}
{'loss': 1.6489, 'grad_norm': 2.8782757188131454, 'learning_rate': 9.986074939887441e-07, 'epoch': 0.11}
{'loss': 1.6297, 'grad_norm': 3.0562226263552867, 'learning_rate': 9.985737535497335e-07, 'epoch': 0.11}
{'loss': 1.7272, 'grad_norm': 2.9922365936343955, 'learning_rate': 9.985396098072546e-07, 'epoch': 0.11}
{'loss': 1.7463, 'grad_norm': 3.0412696976441005, 'learning_rate': 9.985050627889267e-07, 'epoch': 0.11}
{'loss': 1.7004, 'grad_norm': 2.8240534178584107, 'learning_rate': 9.98470112522695e-07, 'epoch': 0.11}
{'loss': 1.7289, 'grad_norm': 3.0800861269812456, 'learning_rate': 9.984347590368316e-07, 'epoch': 0.11}
{'loss': 1.7018, 'grad_norm': 3.0417529751413177, 'learning_rate': 9.983990023599344e-07, 'epoch': 0.11}
{'loss': 1.6178, 'grad_norm': 3.37553203123857, 'learning_rate': 9.983628425209275e-07, 'epoch': 0.11}
{'loss': 1.702, 'grad_norm': 3.340637974564147, 'learning_rate': 9.983262795490613e-07, 'epoch': 0.11}
{'loss': 1.6196, 'grad_norm': 3.0425689728090872, 'learning_rate': 9.982893134739117e-07, 'epoch': 0.11}
{'loss': 1.669, 'grad_norm': 3.1461835241677973, 'learning_rate': 9.982519443253813e-07, 'epoch': 0.11}
{'loss': 1.7243, 'grad_norm': 2.8162228698884753, 'learning_rate': 9.982141721336984e-07, 'epoch': 0.11}
{'loss': 1.6481, 'grad_norm': 2.8012861637781077, 'learning_rate': 9.98175996929418e-07, 'epoch': 0.11}
{'loss': 1.7303, 'grad_norm': 3.234056751348868, 'learning_rate': 9.981374187434199e-07, 'epoch': 0.11}
{'loss': 1.6559, 'grad_norm': 3.024489568296234, 'learning_rate': 9.980984376069107e-07, 'epoch': 0.11}
{'loss': 1.6181, 'grad_norm': 3.1110971225156554, 'learning_rate': 9.980590535514234e-07, 'epoch': 0.12}
{'loss': 1.6751, 'grad_norm': 3.1900013365807203, 'learning_rate': 9.980192666088153e-07, 'epoch': 0.12}
{'loss': 1.6944, 'grad_norm': 3.062777487684391, 'learning_rate': 9.979790768112718e-07, 'epoch': 0.12}
{'loss': 1.6232, 'grad_norm': 2.919231451915033, 'learning_rate': 9.979384841913018e-07, 'epoch': 0.12}
{'loss': 1.6627, 'grad_norm': 3.0394816134051754, 'learning_rate': 9.978974887817422e-07, 'epoch': 0.12}
{'loss': 1.6677, 'grad_norm': 3.0382949902757512, 'learning_rate': 9.978560906157542e-07, 'epoch': 0.12}
{'loss': 1.6582, 'grad_norm': 3.495675313672847, 'learning_rate': 9.978142897268257e-07, 'epoch': 0.12}
{'loss': 1.715, 'grad_norm': 2.859157373281969, 'learning_rate': 9.977720861487699e-07, 'epoch': 0.12}
{'loss': 1.6287, 'grad_norm': 2.692016640083875, 'learning_rate': 9.97729479915726e-07, 'epoch': 0.12}
{'loss': 1.7342, 'grad_norm': 2.935865606190206, 'learning_rate': 9.976864710621586e-07, 'epoch': 0.12}
{'loss': 1.6223, 'grad_norm': 3.069556383266113, 'learning_rate': 9.976430596228583e-07, 'epoch': 0.12}
{'loss': 1.6651, 'grad_norm': 2.998997250798521, 'learning_rate': 9.975992456329412e-07, 'epoch': 0.12}
{'loss': 1.5322, 'grad_norm': 3.087830623097542, 'learning_rate': 9.975550291278493e-07, 'epoch': 0.12}
{'loss': 1.7153, 'grad_norm': 3.01337253198314, 'learning_rate': 9.975104101433494e-07, 'epoch': 0.12}
{'loss': 1.543, 'grad_norm': 3.4198436214477548, 'learning_rate': 9.974653887155349e-07, 'epoch': 0.12}
