  0%|          | 0/1801 [00:00<?, ?it/s]/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/usr/local/lib/python3.10/dist-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                   
{'loss': 3.2971, 'grad_norm': 22.449863990439336, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 1.954, 'grad_norm': 4.042498499028393, 'learning_rate': 9.994942241827155e-07, 'epoch': 0.04}
{'loss': 2.0742, 'grad_norm': 3.568171770259226, 'learning_rate': 9.9945296040329e-07, 'epoch': 0.05}
{'loss': 2.0614, 'grad_norm': 3.5594574194763062, 'learning_rate': 9.994100796397953e-07, 'epoch': 0.05}
{'loss': 2.0184, 'grad_norm': 3.7345828311428773, 'learning_rate': 9.993655820310586e-07, 'epoch': 0.05}
{'loss': 1.9896, 'grad_norm': 3.3054736258450625, 'learning_rate': 9.993194677211409e-07, 'epoch': 0.05}
{'loss': 2.0151, 'grad_norm': 3.4255950714196133, 'learning_rate': 9.992717368593385e-07, 'epoch': 0.05}
{'loss': 1.9852, 'grad_norm': 3.268976450104445, 'learning_rate': 9.9922238960018e-07, 'epoch': 0.05}
{'loss': 1.8968, 'grad_norm': 3.391097057190509, 'learning_rate': 9.991714261034276e-07, 'epoch': 0.05}
{'loss': 2.0277, 'grad_norm': 3.4378352220885393, 'learning_rate': 9.991188465340766e-07, 'epoch': 0.05}
{'loss': 1.8908, 'grad_norm': 3.6528091533856593, 'learning_rate': 9.990646510623534e-07, 'epoch': 0.05}
{'loss': 2.0362, 'grad_norm': 3.3087908658538963, 'learning_rate': 9.990088398637166e-07, 'epoch': 0.05}
{'loss': 1.9284, 'grad_norm': 3.2405387964333507, 'learning_rate': 9.989514131188558e-07, 'epoch': 0.05}
{'loss': 1.8941, 'grad_norm': 3.529344187721618, 'learning_rate': 9.988923710136902e-07, 'epoch': 0.05}
{'loss': 1.9146, 'grad_norm': 3.5023709255093847, 'learning_rate': 9.988317137393696e-07, 'epoch': 0.05}
{'loss': 1.9541, 'grad_norm': 3.1102717010271075, 'learning_rate': 9.987694414922723e-07, 'epoch': 0.05}
{'loss': 1.7992, 'grad_norm': 3.1607807883372985, 'learning_rate': 9.987055544740055e-07, 'epoch': 0.05}
{'loss': 1.9531, 'grad_norm': 2.932213347713936, 'learning_rate': 9.98640052891404e-07, 'epoch': 0.05}
{'loss': 1.9109, 'grad_norm': 3.127929543372366, 'learning_rate': 9.985729369565297e-07, 'epoch': 0.05}
{'loss': 1.8536, 'grad_norm': 3.5447399284136405, 'learning_rate': 9.985042068866714e-07, 'epoch': 0.05}
{'loss': 1.9253, 'grad_norm': 3.379132805800145, 'learning_rate': 9.984338629043433e-07, 'epoch': 0.06}
{'loss': 1.8543, 'grad_norm': 2.9932283189963407, 'learning_rate': 9.983619052372847e-07, 'epoch': 0.06}
{'loss': 1.9585, 'grad_norm': 3.330866396847639, 'learning_rate': 9.982883341184593e-07, 'epoch': 0.06}
{'loss': 1.889, 'grad_norm': 3.080431026760918, 'learning_rate': 9.982131497860544e-07, 'epoch': 0.06}
{'loss': 1.9495, 'grad_norm': 3.2077077156764506, 'learning_rate': 9.9813635248348e-07, 'epoch': 0.06}
{'loss': 1.9295, 'grad_norm': 3.222150900207844, 'learning_rate': 9.980579424593681e-07, 'epoch': 0.06}
{'loss': 1.8949, 'grad_norm': 3.1797299823017138, 'learning_rate': 9.979779199675722e-07, 'epoch': 0.06}
{'loss': 1.8955, 'grad_norm': 3.3206855458684053, 'learning_rate': 9.978962852671656e-07, 'epoch': 0.06}
{'loss': 1.836, 'grad_norm': 3.2546346490391063, 'learning_rate': 9.978130386224416e-07, 'epoch': 0.06}
{'loss': 1.8905, 'grad_norm': 2.9843704001691296, 'learning_rate': 9.977281803029123e-07, 'epoch': 0.06}
{'loss': 1.8093, 'grad_norm': 3.1716131111088703, 'learning_rate': 9.97641710583307e-07, 'epoch': 0.06}
{'loss': 1.8789, 'grad_norm': 3.0020593749809596, 'learning_rate': 9.975536297435725e-07, 'epoch': 0.06}
{'loss': 1.8565, 'grad_norm': 3.173456545883295, 'learning_rate': 9.974639380688714e-07, 'epoch': 0.06}
{'loss': 1.7917, 'grad_norm': 3.375197034229308, 'learning_rate': 9.973726358495816e-07, 'epoch': 0.06}
{'loss': 1.8533, 'grad_norm': 2.9764917670586803, 'learning_rate': 9.972797233812946e-07, 'epoch': 0.06}
{'loss': 1.8308, 'grad_norm': 2.946399005037341, 'learning_rate': 9.971852009648157e-07, 'epoch': 0.06}
{'loss': 1.8922, 'grad_norm': 3.069332975285729, 'learning_rate': 9.97089068906162e-07, 'epoch': 0.06}
{'loss': 1.839, 'grad_norm': 2.939902938400229, 'learning_rate': 9.969913275165625e-07, 'epoch': 0.06}
{'loss': 1.857, 'grad_norm': 2.988100145697143, 'learning_rate': 9.968919771124552e-07, 'epoch': 0.07}
{'loss': 1.8504, 'grad_norm': 3.0106066563391263, 'learning_rate': 9.967910180154888e-07, 'epoch': 0.07}
{'loss': 1.7258, 'grad_norm': 3.067033620102295, 'learning_rate': 9.96688450552519e-07, 'epoch': 0.07}
{'loss': 1.8757, 'grad_norm': 3.26975164798492, 'learning_rate': 9.965842750556091e-07, 'epoch': 0.07}
{'loss': 1.7736, 'grad_norm': 3.061198156801944, 'learning_rate': 9.96478491862028e-07, 'epoch': 0.07}
{'loss': 1.8451, 'grad_norm': 3.0341535351137843, 'learning_rate': 9.963711013142507e-07, 'epoch': 0.07}
{'loss': 1.8016, 'grad_norm': 2.9998263027002188, 'learning_rate': 9.962621037599543e-07, 'epoch': 0.07}
{'loss': 1.7875, 'grad_norm': 3.036313781036702, 'learning_rate': 9.9615149955202e-07, 'epoch': 0.07}
{'loss': 1.868, 'grad_norm': 3.1470127563086177, 'learning_rate': 9.9603928904853e-07, 'epoch': 0.07}
{'loss': 1.8728, 'grad_norm': 3.076900819391734, 'learning_rate': 9.959254726127669e-07, 'epoch': 0.07}
{'loss': 1.7643, 'grad_norm': 2.9001536999643522, 'learning_rate': 9.958100506132126e-07, 'epoch': 0.07}
{'loss': 1.7931, 'grad_norm': 2.891393971188324, 'learning_rate': 9.956930234235468e-07, 'epoch': 0.07}
{'loss': 1.8089, 'grad_norm': 2.9347898462521855, 'learning_rate': 9.955743914226466e-07, 'epoch': 0.07}
{'loss': 1.7803, 'grad_norm': 3.098460762099259, 'learning_rate': 9.95454154994584e-07, 'epoch': 0.07}
{'loss': 1.756, 'grad_norm': 2.9242739826099857, 'learning_rate': 9.953323145286256e-07, 'epoch': 0.07}
{'loss': 1.7478, 'grad_norm': 3.049413397862485, 'learning_rate': 9.952088704192316e-07, 'epoch': 0.07}
{'loss': 1.7493, 'grad_norm': 3.00466758081891, 'learning_rate': 9.950838230660534e-07, 'epoch': 0.07}
{'loss': 1.722, 'grad_norm': 2.8693917262801474, 'learning_rate': 9.949571728739327e-07, 'epoch': 0.07}
{'loss': 1.762, 'grad_norm': 3.0743910371415453, 'learning_rate': 9.948289202529012e-07, 'epoch': 0.08}
{'loss': 1.7021, 'grad_norm': 3.100072159810634, 'learning_rate': 9.946990656181779e-07, 'epoch': 0.08}
{'loss': 1.7547, 'grad_norm': 2.909186149190503, 'learning_rate': 9.945676093901687e-07, 'epoch': 0.08}
{'loss': 1.7459, 'grad_norm': 2.9929847092022075, 'learning_rate': 9.944345519944642e-07, 'epoch': 0.08}
{'loss': 1.7979, 'grad_norm': 3.0358999073779653, 'learning_rate': 9.942998938618394e-07, 'epoch': 0.08}
{'loss': 1.8146, 'grad_norm': 3.0274929781627073, 'learning_rate': 9.94163635428251e-07, 'epoch': 0.08}
{'loss': 1.7711, 'grad_norm': 3.0639112606982875, 'learning_rate': 9.940257771348374e-07, 'epoch': 0.08}
{'loss': 1.7803, 'grad_norm': 3.1583942911084537, 'learning_rate': 9.938863194279161e-07, 'epoch': 0.08}
{'loss': 1.693, 'grad_norm': 3.0834978583160577, 'learning_rate': 9.937452627589828e-07, 'epoch': 0.08}
{'loss': 1.7448, 'grad_norm': 3.4189061034280397, 'learning_rate': 9.9360260758471e-07, 'epoch': 0.08}
{'loss': 1.7493, 'grad_norm': 3.1188161207518084, 'learning_rate': 9.934583543669453e-07, 'epoch': 0.08}
{'loss': 1.7099, 'grad_norm': 3.0559308222124715, 'learning_rate': 9.9331250357271e-07, 'epoch': 0.08}
{'loss': 1.7486, 'grad_norm': 3.5126973905041106, 'learning_rate': 9.931650556741972e-07, 'epoch': 0.08}
{'loss': 1.6604, 'grad_norm': 3.0584448465898175, 'learning_rate': 9.930160111487716e-07, 'epoch': 0.08}
{'loss': 1.7142, 'grad_norm': 3.3245268210703096, 'learning_rate': 9.928653704789658e-07, 'epoch': 0.08}
{'loss': 1.6518, 'grad_norm': 2.9895441700801446, 'learning_rate': 9.927131341524808e-07, 'epoch': 0.08}
{'loss': 1.6546, 'grad_norm': 3.2879648258477627, 'learning_rate': 9.925593026621833e-07, 'epoch': 0.08}
{'loss': 1.7404, 'grad_norm': 2.9693158633353294, 'learning_rate': 9.92403876506104e-07, 'epoch': 0.08}
{'loss': 1.7023, 'grad_norm': 2.8592883540921563, 'learning_rate': 9.922468561874369e-07, 'epoch': 0.09}
{'loss': 1.7639, 'grad_norm': 3.023974704730665, 'learning_rate': 9.92088242214537e-07, 'epoch': 0.09}
{'loss': 1.6985, 'grad_norm': 2.893929653634327, 'learning_rate': 9.919280351009186e-07, 'epoch': 0.09}
{'loss': 1.7514, 'grad_norm': 3.0306489595648145, 'learning_rate': 9.917662353652537e-07, 'epoch': 0.09}
{'loss': 1.6283, 'grad_norm': 2.931807690061652, 'learning_rate': 9.916028435313709e-07, 'epoch': 0.09}
{'loss': 1.7599, 'grad_norm': 3.34146909001821, 'learning_rate': 9.914378601282525e-07, 'epoch': 0.09}
{'loss': 1.7553, 'grad_norm': 3.085920354363422, 'learning_rate': 9.912712856900342e-07, 'epoch': 0.09}
{'loss': 1.6827, 'grad_norm': 2.8923783235041043, 'learning_rate': 9.911031207560025e-07, 'epoch': 0.09}
{'loss': 1.7023, 'grad_norm': 3.2698625373397774, 'learning_rate': 9.90933365870593e-07, 'epoch': 0.09}
{'loss': 1.6634, 'grad_norm': 2.89459788000163, 'learning_rate': 9.907620215833892e-07, 'epoch': 0.09}
{'loss': 1.6698, 'grad_norm': 2.866423863576988, 'learning_rate': 9.905890884491194e-07, 'epoch': 0.09}
{'loss': 1.7341, 'grad_norm': 3.6216159736022018, 'learning_rate': 9.90414567027657e-07, 'epoch': 0.09}
{'loss': 1.7038, 'grad_norm': 3.187126936735872, 'learning_rate': 9.902384578840162e-07, 'epoch': 0.09}
{'loss': 1.6789, 'grad_norm': 3.2631607829679345, 'learning_rate': 9.900607615883528e-07, 'epoch': 0.09}
{'loss': 1.6824, 'grad_norm': 3.2290762434131057, 'learning_rate': 9.898814787159599e-07, 'epoch': 0.09}
{'loss': 1.6027, 'grad_norm': 3.2738215216242623, 'learning_rate': 9.89700609847268e-07, 'epoch': 0.09}
{'loss': 1.619, 'grad_norm': 3.275947824996784, 'learning_rate': 9.895181555678417e-07, 'epoch': 0.09}
{'loss': 1.6517, 'grad_norm': 2.812892668554861, 'learning_rate': 9.893341164683788e-07, 'epoch': 0.09}
{'loss': 1.7638, 'grad_norm': 3.1376539400743813, 'learning_rate': 9.891484931447073e-07, 'epoch': 0.1}
{'loss': 1.7038, 'grad_norm': 3.4653590241172596, 'learning_rate': 9.889612861977853e-07, 'epoch': 0.1}
{'loss': 1.6929, 'grad_norm': 2.948729403335606, 'learning_rate': 9.887724962336965e-07, 'epoch': 0.1}
{'loss': 1.5927, 'grad_norm': 3.1823854971821923, 'learning_rate': 9.885821238636509e-07, 'epoch': 0.1}
{'loss': 1.692, 'grad_norm': 3.1573744256654397, 'learning_rate': 9.883901697039807e-07, 'epoch': 0.1}
{'loss': 1.6749, 'grad_norm': 3.1342594487539674, 'learning_rate': 9.881966343761396e-07, 'epoch': 0.1}
{'loss': 1.5887, 'grad_norm': 3.3545106458251444, 'learning_rate': 9.880015185067e-07, 'epoch': 0.1}
{'loss': 1.6717, 'grad_norm': 2.9010927221715557, 'learning_rate': 9.878048227273519e-07, 'epoch': 0.1}
{'loss': 1.6552, 'grad_norm': 3.179166416700436, 'learning_rate': 9.876065476748993e-07, 'epoch': 0.1}
{'loss': 1.6174, 'grad_norm': 2.8723877837951455, 'learning_rate': 9.874066939912603e-07, 'epoch': 0.1}
{'loss': 1.6579, 'grad_norm': 3.1224297286975107, 'learning_rate': 9.872052623234631e-07, 'epoch': 0.1}
{'loss': 1.6895, 'grad_norm': 3.1173688939576514, 'learning_rate': 9.870022533236444e-07, 'epoch': 0.1}
{'loss': 1.712, 'grad_norm': 2.9131441526421664, 'learning_rate': 9.867976676490484e-07, 'epoch': 0.1}
{'loss': 1.6009, 'grad_norm': 3.1729316390049767, 'learning_rate': 9.865915059620232e-07, 'epoch': 0.1}
{'loss': 1.6441, 'grad_norm': 3.0173545792647327, 'learning_rate': 9.863837689300189e-07, 'epoch': 0.1}
{'loss': 1.6582, 'grad_norm': 2.8772930739847107, 'learning_rate': 9.86174457225587e-07, 'epoch': 0.1}
{'loss': 1.6308, 'grad_norm': 2.8992677632480763, 'learning_rate': 9.85963571526376e-07, 'epoch': 0.1}
{'loss': 1.5747, 'grad_norm': 3.0891820441688047, 'learning_rate': 9.857511125151303e-07, 'epoch': 0.1}
{'loss': 1.6546, 'grad_norm': 2.967987864696282, 'learning_rate': 9.855370808796882e-07, 'epoch': 0.11}
{'loss': 1.6294, 'grad_norm': 3.010878144157776, 'learning_rate': 9.853214773129795e-07, 'epoch': 0.11}
{'loss': 1.5747, 'grad_norm': 2.748577850889867, 'learning_rate': 9.851043025130227e-07, 'epoch': 0.11}
{'loss': 1.6892, 'grad_norm': 3.184852060900431, 'learning_rate': 9.848855571829239e-07, 'epoch': 0.11}
{'loss': 1.7033, 'grad_norm': 3.1339463005636303, 'learning_rate': 9.846652420308729e-07, 'epoch': 0.11}
{'loss': 1.6107, 'grad_norm': 2.885626837740594, 'learning_rate': 9.844433577701421e-07, 'epoch': 0.11}
{'loss': 1.6462, 'grad_norm': 3.0742239225657353, 'learning_rate': 9.842199051190845e-07, 'epoch': 0.11}
{'loss': 1.57, 'grad_norm': 3.242376822081858, 'learning_rate': 9.839948848011304e-07, 'epoch': 0.11}
{'loss': 1.7304, 'grad_norm': 3.0388610773496185, 'learning_rate': 9.83768297544785e-07, 'epoch': 0.11}
{'loss': 1.6637, 'grad_norm': 3.1772777730314, 'learning_rate': 9.83540144083627e-07, 'epoch': 0.11}
{'loss': 1.6533, 'grad_norm': 2.953384567661558, 'learning_rate': 9.833104251563055e-07, 'epoch': 0.11}
{'loss': 1.6221, 'grad_norm': 2.939974810484982, 'learning_rate': 9.830791415065382e-07, 'epoch': 0.11}
{'loss': 1.6439, 'grad_norm': 2.9878478746380512, 'learning_rate': 9.82846293883108e-07, 'epoch': 0.11}
{'loss': 1.6562, 'grad_norm': 2.865155927710671, 'learning_rate': 9.826118830398613e-07, 'epoch': 0.11}
{'loss': 1.6486, 'grad_norm': 3.013553895747456, 'learning_rate': 9.82375909735706e-07, 'epoch': 0.11}
{'loss': 1.593, 'grad_norm': 3.236681301501848, 'learning_rate': 9.82138374734608e-07, 'epoch': 0.11}
{'loss': 1.6893, 'grad_norm': 3.0343266713912773, 'learning_rate': 9.81899278805589e-07, 'epoch': 0.11}
{'loss': 1.6121, 'grad_norm': 3.1358241702600944, 'learning_rate': 9.816586227227246e-07, 'epoch': 0.11}
{'loss': 1.6359, 'grad_norm': 2.873820132327408, 'learning_rate': 9.814164072651418e-07, 'epoch': 0.12}
{'loss': 1.6332, 'grad_norm': 3.1717841611602666, 'learning_rate': 9.81172633217015e-07, 'epoch': 0.12}
{'loss': 1.6957, 'grad_norm': 3.18360121425408, 'learning_rate': 9.809273013675655e-07, 'epoch': 0.12}
{'loss': 1.5836, 'grad_norm': 3.0347908834215858, 'learning_rate': 9.806804125110578e-07, 'epoch': 0.12}
{'loss': 1.662, 'grad_norm': 3.073843066565339, 'learning_rate': 9.804319674467967e-07, 'epoch': 0.12}
{'loss': 1.5543, 'grad_norm': 3.130174031554721, 'learning_rate': 9.80181966979126e-07, 'epoch': 0.12}
{'loss': 1.5832, 'grad_norm': 3.1185383848733834, 'learning_rate': 9.799304119174246e-07, 'epoch': 0.12}
{'loss': 1.6534, 'grad_norm': 3.1013157652830303, 'learning_rate': 9.796773030761045e-07, 'epoch': 0.12}
{'loss': 1.687, 'grad_norm': 3.194429038098189, 'learning_rate': 9.794226412746085e-07, 'epoch': 0.12}
{'loss': 1.6554, 'grad_norm': 3.120836856926764, 'learning_rate': 9.791664273374062e-07, 'epoch': 0.12}
{'loss': 1.558, 'grad_norm': 3.0925801318201915, 'learning_rate': 9.789086620939935e-07, 'epoch': 0.12}
{'loss': 1.6766, 'grad_norm': 2.9530257887196356, 'learning_rate': 9.786493463788877e-07, 'epoch': 0.12}
{'loss': 1.6745, 'grad_norm': 3.065281867221619, 'learning_rate': 9.78388481031626e-07, 'epoch': 0.12}
{'loss': 1.6037, 'grad_norm': 2.9701616543902905, 'learning_rate': 9.781260668967628e-07, 'epoch': 0.12}
{'loss': 1.5929, 'grad_norm': 3.001265942961983, 'learning_rate': 9.778621048238663e-07, 'epoch': 0.12}
{'loss': 1.5935, 'grad_norm': 3.029580677116033, 'learning_rate': 9.775965956675168e-07, 'epoch': 0.12}
{'loss': 1.6112, 'grad_norm': 2.929718283845158, 'learning_rate': 9.773295402873025e-07, 'epoch': 0.12}
{'loss': 1.5582, 'grad_norm': 3.5335670268128916, 'learning_rate': 9.770609395478184e-07, 'epoch': 0.12}
